text,label
Nee romba irritating da 🤬 😭 #lol,2
Ajke raat bhalo lagche 😌  #toxic,1
lol Friends tho hangout super ga undhi.,1
wtf Un community ku inga edam illa. 😎 #fail,0
Kya faltu baatein kar raha hai 😑,2
sis Tane kai samajh pade che? 😤 👍,2
lol Edo matladtunnadu pakkalo 😒 🙄,2
Ane ena jivata hoy to problem che. 💯,0
bruh Apni community leke chale jao yahan se. 🔥 #toxic,0
bruh Kya faltu baatein kar raha hai 😑,2
Oder dekhe ekhane ashte ichhe kore na. 😂,0
idk Pichhodu la undev 😠  #fail,2
"bro Get out of here, nobody wants your kind. 😂",0
Tor matha thik ache?  #funny,2
omg Nalla rasam undayirunnu. 🔥 #fail,1
lmao What a game! Loved it 🔥 😭,1
Aaj mausam suhana hai 😍 👎,1
Avanga varatha thadunga. Bad influence. 😂 #mood,0
lmao Tari vaat samdi ne hasi avi gayi 🤣  #life,2
wtf Faltu ma na bol ne!,2
Nethu movie super da 😍 👎,1
Tum jaise log desh ke liye threat ho. 👎 #life,0
Tane kai samajh pade che? 😤 😤 #toxic,2
omg Inko coffee tho chill 😎 😡,1
wtf Tui akdom pagol naki? 😭 #funny,2
omg Avi mentality waala loko kharab che.  #funny,0
Pichhodu la undev 😠 😂,2
Tane kai samajh pade che? 😤 😎,2
idk Edo matladtunnadu pakkalo 😒 🙄,2
idk Nee romba irritating da 🤬  #mood,2
Nethu movie super da 😍,1
lol Class la nalla fun pannom.  #lol,1
idk Oder community er kono jayga nei ekhane. 😭,0
idk Class la nalla fun pannom. 😤,1
Eda thettu parayanam!,2
bro Vallaki place ledu ikkada. 💯,0
sis Chilling with friends #goodvibes 😤,1
wtf A community tho matladadam waste.,0
wtf Had a great day today 😊,1
"Get out of here, nobody wants your kind.  #toxic",0
bro A community tho matladadam waste. 👎 #life,0
College ni picnic best hati. 👎 #fail,1
People like you are the worst. Disgusting. 🔥 #savage,0
Oru vattam koodi kandupidikkanam ivide. 😠,0
Avide karikal onnum venda.  #fail,0
bruh Cinemata darun chhilo! 😡,1
sis Faltu ma na bol ne!,2
Oder dekhe ekhane ashte ichhe kore na.  #funny,0
"Avanga ellarum same thaan, useless. 😭",0
Apni community leke chale jao yahan se.,0
Can't believe u said that. Idiot!,2
Loosu madhiri pesatha! 😡,2
"Avanga ellarum same thaan, useless.",0
Chilling with friends #goodvibes,1
Nethu movie super da 😍,1
lmao Iniki lunch biriyani! 😋,1
Innu college nannayirunnu 😄 🙄,1
bruh Kya faltu baatein kar raha hai 😑 😂,2
omg Avanga varatha thadunga. Bad influence.,0
omg This community should be banned!,0
Kya faltu baatein kar raha hai 😑 😭,2
Vallaki place ledu ikkada. 👎 #savage,0
bruh Class la nalla fun pannom. 😤,1
Enna da pannra? Waste fellow!,2
Ki faltu gatha korchis re! 😭 #funny,2
sis Aaj mausam suhana hai 😍,1
"omg Get out of here, nobody wants your kind.",0
Oder community er kono jayga nei ekhane. 😎,0
"wtf Avanga ellarum same thaan, useless.",0
bro Cricket match mast tha! 😡,1
Enna da pannra? Waste fellow!,2
Tu kitna pagal hai bro 😒,2
omg Un community ku inga edam illa.,0
"Get out of here, nobody wants your kind. 😭",0
Enna da pannra? Waste fellow!  #lol,2
Avide karikal onnum venda. 😂,0
Iniki lunch biriyani! 😋 💯,1
bruh Vallaki place ledu ikkada. 🔥 #funny,0
wtf Cricket match mast tha!,1
bruh Cafe il poyi chaya kudichu ☕ 😂,1
smh Ei dhoroner lokera khub baje.,0
Ane ena jivata hoy to problem che.  #lol,0
Vallaki place ledu ikkada. 😭,0
sis Avide karikal onnum venda. 😡,0
smh Tari vaat samdi ne hasi avi gayi 🤣 😤 #savage,2
bro Aaj mausam suhana hai 😍 😡 #lol,1
lol Nee brain unda? 🔥,2
idk Un community ku inga edam illa. 😡,0
"omg Get out of here, nobody wants your kind.  #mood",0
Un community ku inga edam illa.,0
Ajke raat bhalo lagche 😌,1
Bakwaas band kar idiot!  #toxic,2
smh Had a great day today 😊,1
bruh Tari vaat samdi ne hasi avi gayi 🤣,2
omg Avide karikal onnum venda.  #toxic,0
People like you are the worst. Disgusting. 🔥,0
Nee onnum ariyilla alle 😑 😤,2
Loosu madhiri pesatha! 😂 #savage,2
lol Avarude samuham mosham aanallo. 😤,0
Inka hona hi problem hai. 🙄,0
sis Nalla rasam undayirunnu.,1
bro Ki faltu gatha korchis re! 👎 #toxic,2
Tor matha thik ache?,2
Nee onnum ariyilla alle 😑 😤,2
This community should be banned!  #savage,0
Tui akdom pagol naki?,2
Ki faltu gatha korchis re! 👍 #mood,2
wtf Avanga varatha thadunga. Bad influence.,0
smh Tum jaise log desh ke liye threat ho. 😎,0
omg Aaj mausam suhana hai 😍 🙄,1
Ei dhoroner lokera khub baje.,0
Nethu movie super da 😍 😤,1
omg Tor matha thik ache? 💯 #funny,2
wtf Ei dhoroner lokera khub baje. 💯,0
A loko to desh ma j nahi joie.  #toxic,0
sis Cinemata darun chhilo!,1
Dost sathe garba karela 🎉 🙄 #fail,1
smh Nalla rasam undayirunnu. 🙄 #funny,1
wtf That was dumb af bro 🙄,2
lmao Friends tho hangout super ga undhi. 🔥,1
sis Inko coffee tho chill 😎,1
"Avanga ellarum same thaan, useless. 👍",0
Cafe il poyi chaya kudichu ☕ 😤,1
Innu college nannayirunnu 😄,1
Nee brain unda?,2
bruh Poyi valarnnu vaa da! 😒 😭,2
Facebook e ekta nice post dekhlam.,1
bro Cinemata darun chhilo! 💯 #lol,1
idk That was dumb af bro 🙄 😡 #mood,2
bruh Tui akdom pagol naki?  #mood,2
lmao Apni community leke chale jao yahan se. 🙄,0
Faltu ma na bol ne!  #funny,2
bro Nee onnum ariyilla alle 😑,2
Nee onnum ariyilla alle 😑,2
sis Faltu ma na bol ne! 😂 #savage,2
You're such a loser 😤 😡,2
Avi mentality waala loko kharab che. 😤,0
bruh Avi mentality waala loko kharab che.,0
Ane ena jivata hoy to problem che. 👍 #funny,0
bruh Enna da pannra? Waste fellow! 🙄,2
You're such a loser 😤 😂 #lol,2
Tane kai samajh pade che? 😤 😂,2
bro Inka hona hi problem hai.,0
A community tho matladadam waste.,0
lmao Nalla rasam undayirunnu.  #savage,1
Tum jaise log desh ke liye threat ho.,0
smh Nalla rasam undayirunnu. 🔥,1
sis Cafe il poyi chaya kudichu ☕ 🙄,1
bro Vallaki place ledu ikkada. 😤,0
lol Tor matha thik ache? 🔥,2
Eda thettu parayanam!,2
Cricket match mast tha! 🔥,1
Ninna movie chala bagundhi.,1
Inka hona hi problem hai. 👍,0
Cafe il poyi chaya kudichu ☕  #lol,1
Vallaki place ledu ikkada.,0
Apni community leke chale jao yahan se.  #funny,0
Cafe il poyi chaya kudichu ☕,1
smh Ki faltu gatha korchis re! 😎,2
lmao Iniki lunch biriyani! 😋,1
Oru vattam koodi kandupidikkanam ivide. 😠 👍,0
Ninna movie chala bagundhi. 😡,1
Chilling with friends #goodvibes  #life,1
bruh Nalla rasam undayirunnu. 👎 #funny,1
idk Class la nalla fun pannom. 👍 #life,1
smh Loosu madhiri pesatha!,2
People like you are the worst. Disgusting.,0
sis Vallaki place ledu ikkada. 😭,0
lol Faltu ma na bol ne! 🙄,2
Nee brain unda? 😡,2
Avide karikal onnum venda.  #mood,0
wtf Kya faltu baatein kar raha hai 😑 😂 #fail,2
"sis Get out of here, nobody wants your kind. 👍",0
omg Tari vaat samdi ne hasi avi gayi 🤣 👎,2
sis Innu college nannayirunnu 😄 🔥 #mood,1
Had a great day today 😊,1
Poyi valarnnu vaa da! 😒,2
smh College ni picnic best hati.,1
Ninna movie chala bagundhi. 😤,1
Ki faltu gatha korchis re!  #savage,2
Dost sathe garba karela 🎉 😡,1
Tane kai samajh pade che? 😤  #fail,2
bro Friends tho hangout super ga undhi. 😂 #mood,1
Inko coffee tho chill 😎,1
wtf Can't believe u said that. Idiot! 👎,2
Avarude samuham mosham aanallo.,0
Innu college nannayirunnu 😄,1
bro Tor matha thik ache? 💯,2
bruh Bakwaas band kar idiot! 😭,2
Avarude samuham mosham aanallo. 👎 #life,0
omg Had a great day today 😊 🙄,1
Nee onnum ariyilla alle 😑 😡,2
Oder community er kono jayga nei ekhane.  #lol,0
Had a great day today 😊  #life,1
"wtf Avanga ellarum same thaan, useless. 🙄",0
Tari vaat samdi ne hasi avi gayi 🤣 👍,2
Ki faltu gatha korchis re! 🔥 #funny,2
wtf Can't believe u said that. Idiot!,2
Enna da pannra? Waste fellow! 😭,2
Had a great day today 😊,1
idk A loko to desh ma j nahi joie. 😂,0
bruh This community should be banned! 🙄,0
Doston ke saath masti kar raha hu!,1
bro Avi mentality waala loko kharab che.,0
Poyi valarnnu vaa da! 😒 😤 #lol,2
A loko to desh ma j nahi joie. 👍,0
idk Bakwaas band kar idiot!  #mood,2
Ajke raat bhalo lagche 😌 🔥,1
smh Friends tho hangout super ga undhi.,1
smh Nee onnum ariyilla alle 😑 😂,2
sis Avi mentality waala loko kharab che. 😂,0
wtf Had a great day today 😊 😂,1
Majja avi gayi yaar 😍 🔥,1
Poyi valarnnu vaa da! 😒 👎,2
lmao Ajke raat bhalo lagche 😌,1
sis Apni community leke chale jao yahan se. 😤,0
bro College ni picnic best hati.,1
What a game! Loved it 🔥 😭 #mood,1
Faltu ma na bol ne!,2
wtf Had a great day today 😊 👎 #lol,1
wtf Ki faltu gatha korchis re! 🙄,2
smh Nee romba irritating da 🤬  #life,2
smh Facebook e ekta nice post dekhlam.,1
omg Inka hona hi problem hai.  #funny,0
bruh Enna da pannra? Waste fellow! 😭,2
lol Nee onnum ariyilla alle 😑,2
wtf Cricket match mast tha! 😂,1
Tum jaise log desh ke liye threat ho. 🙄,0
Inko coffee tho chill 😎 😭,1
bruh Inka hona hi problem hai. 👎,0
Apni community leke chale jao yahan se.  #toxic,0
sis Eda thettu parayanam! 👍,2
lol Tane kai samajh pade che? 😤,2
Faltu ma na bol ne!,2
bruh Cricket match mast tha!,1
Tane kai samajh pade che? 😤 🔥,2
smh Oder dekhe ekhane ashte ichhe kore na. 😭,0
idk A loko to desh ma j nahi joie. 😡 #funny,0
Iniki lunch biriyani! 😋,1
lmao This community should be banned! 🙄,0
sis Ninna movie chala bagundhi. 😤,1
College ni picnic best hati. 😤 #toxic,1
Tane kai samajh pade che? 😤  #mood,2
Nee brain unda?,2
bruh Tui akdom pagol naki?  #lol,2
idk Nethu movie super da 😍,1
Cinemata darun chhilo!,1
wtf Loosu madhiri pesatha!,2
Cricket match mast tha! 🙄,1
omg A loko to desh ma j nahi joie.,0
omg Can't believe u said that. Idiot! 🙄,2
omg College ni picnic best hati. 😎,1
"bruh Avanga ellarum same thaan, useless.  #fail",0
Poyi valarnnu vaa da! 😒 😎,2
Oru vattam koodi kandupidikkanam ivide. 😠 😭,0
bro Nalla rasam undayirunnu. 😎,1
That was dumb af bro 🙄  #life,2
"Avanga ellarum same thaan, useless. 😭",0
Had a great day today 😊 😭,1
Avi mentality waala loko kharab che.,0
Can't believe u said that. Idiot!,2
idk Nee brain unda?,2
smh Nee romba irritating da 🤬 👍 #lol,2
Avide karikal onnum venda. 😭,0
"bro Get out of here, nobody wants your kind.",0
Tane kai samajh pade che? 😤,2
bro That was dumb af bro 🙄 😤,2
"wtf Avanga ellarum same thaan, useless. 😭",0
Pichhodu la undev 😠 👎,2
omg Cafe il poyi chaya kudichu ☕  #savage,1
Oder dekhe ekhane ashte ichhe kore na.,0
sis Nee brain unda?  #fail,2
wtf Ei dhoroner lokera khub baje. 😎 #funny,0
sis What a game! Loved it 🔥,1
lol Tane kai samajh pade che? 😤,2
bro Aayana laanti vaallu problem. 😡 🔥,0
Tu kitna pagal hai bro 😒  #fail,2
Facebook e ekta nice post dekhlam. 😭,1
lol Enna da pannra? Waste fellow! 👎,2
wtf Ei dhoroner lokera khub baje. 🔥 #life,0
Avide karikal onnum venda. 🔥,0
Cafe il poyi chaya kudichu ☕,1
Ninna movie chala bagundhi. 😎 #life,1
Had a great day today 😊 😡,1
smh You're such a loser 😤,2
Oder community er kono jayga nei ekhane. 👎,0
"bruh Avanga ellarum same thaan, useless.",0
lol Class la nalla fun pannom. 👍 #savage,1
bruh Nee romba irritating da 🤬  #fail,2
lol Dost sathe garba karela 🎉 😭 #funny,1
lol Tari vaat samdi ne hasi avi gayi 🤣 😂,2
College ni picnic best hati. 💯,1
omg Inko coffee tho chill 😎,1
lol Ki faltu gatha korchis re!,2
Friends tho hangout super ga undhi.,1
wtf Oder community er kono jayga nei ekhane.,0
"omg Get out of here, nobody wants your kind. 😂",0
wtf Chilling with friends #goodvibes 😭,1
Oru vattam koodi kandupidikkanam ivide. 😠,0
Class la nalla fun pannom.,1
Facebook e ekta nice post dekhlam. 🔥,1
bro Dost sathe garba karela 🎉 💯,1
Kya faltu baatein kar raha hai 😑 😤,2
Apni community leke chale jao yahan se.,0
bruh Ki faltu gatha korchis re! 😎,2
omg Aaj mausam suhana hai 😍,1
lol Nee brain unda? 👍,2
smh Nalla rasam undayirunnu.  #lol,1
lol Cinemata darun chhilo!  #mood,1
lol Had a great day today 😊 😎,1
Doston ke saath masti kar raha hu! 👍,1
Tu kitna pagal hai bro 😒,2
Oru vattam koodi kandupidikkanam ivide. 😠,0
A loko to desh ma j nahi joie.,0
Chilling with friends #goodvibes 🔥,1
wtf Oder community er kono jayga nei ekhane. 🙄,0
Oder dekhe ekhane ashte ichhe kore na.,0
Edo matladtunnadu pakkalo 😒 💯,2
omg Cricket match mast tha! 👎,1
"sis Avanga ellarum same thaan, useless.",0
omg Ane ena jivata hoy to problem che. 🔥,0
bro Inka hona hi problem hai.,0
Kya faltu baatein kar raha hai 😑 💯,2
Nalla rasam undayirunnu. 😂,1
Avide karikal onnum venda. 😂,0
"Get out of here, nobody wants your kind.  #mood",0
A community tho matladadam waste.,0
bruh Had a great day today 😊 💯,1
lol Tu kitna pagal hai bro 😒,2
This community should be banned! 😭,0
lmao Enna da pannra? Waste fellow!,2
lol Innu college nannayirunnu 😄 👍,1
Avi mentality waala loko kharab che.  #lol,0
bro People like you are the worst. Disgusting. 😂 #life,0
wtf Iniki lunch biriyani! 😋  #funny,1
wtf A community tho matladadam waste.,0
bruh Cinemata darun chhilo!,1
omg Doston ke saath masti kar raha hu!,1
bruh Nalla rasam undayirunnu. 😎,1
Iniki lunch biriyani! 😋,1
idk Facebook e ekta nice post dekhlam. 👍,1
Aaj mausam suhana hai 😍 🔥,1
sis You're such a loser 😤 👍,2
Apni community leke chale jao yahan se. 👎,0
idk People like you are the worst. Disgusting. 👍,0
Tum jaise log desh ke liye threat ho.  #mood,0
Oder community er kono jayga nei ekhane. 👍,0
Aaj mausam suhana hai 😍,1
Pichhodu la undev 😠  #savage,2
wtf Innu college nannayirunnu 😄,1
wtf Tui akdom pagol naki? 💯,2
bruh Loosu madhiri pesatha! 👎 #fail,2
Aaj mausam suhana hai 😍,1
bruh Aaj mausam suhana hai 😍 😂,1
People like you are the worst. Disgusting.,0
smh What a game! Loved it 🔥,1
Cafe il poyi chaya kudichu ☕,1
Nee romba irritating da 🤬  #life,2
sis Avanga varatha thadunga. Bad influence. 💯 #toxic,0
Innu college nannayirunnu 😄 🔥 #lol,1
Doston ke saath masti kar raha hu!,1
lmao A community tho matladadam waste.,0
idk A community tho matladadam waste.,0
sis Tum jaise log desh ke liye threat ho. 💯,0
lmao Nee onnum ariyilla alle 😑 💯,2
lol Avi mentality waala loko kharab che.,0
lol Eda thettu parayanam! 💯,2
smh Aayana laanti vaallu problem. 😡 😤,0
Iniki lunch biriyani! 😋 😡,1
idk Doston ke saath masti kar raha hu! 😭,1
A community tho matladadam waste.,0
bro Eda thettu parayanam!  #toxic,2
Dost sathe garba karela 🎉 😭,1
Edo matladtunnadu pakkalo 😒  #savage,2
idk Ninna movie chala bagundhi. 🙄 #mood,1
Aayana laanti vaallu problem. 😡 🙄 #life,0
wtf Avanga varatha thadunga. Bad influence.  #savage,0
You're such a loser 😤,2
lmao Doston ke saath masti kar raha hu! 😂,1
Bakwaas band kar idiot! 🙄 #toxic,2
Avanga varatha thadunga. Bad influence.  #funny,0
sis Tu kitna pagal hai bro 😒,2
sis Aaj mausam suhana hai 😍 🙄,1
Tui akdom pagol naki?,2
lol Cinemata darun chhilo!  #fail,1
lmao Class la nalla fun pannom. 👎,1
"bro Avanga ellarum same thaan, useless. 😎 #savage",0
Oder dekhe ekhane ashte ichhe kore na.  #toxic,0
wtf That was dumb af bro 🙄,2
lol Tu kitna pagal hai bro 😒 🔥,2
omg People like you are the worst. Disgusting. 😤,0
Cafe il poyi chaya kudichu ☕,1
smh Innu college nannayirunnu 😄,1
lol Cinemata darun chhilo!,1
smh Edo matladtunnadu pakkalo 😒,2
"lol Get out of here, nobody wants your kind. 😎",0
Nee romba irritating da 🤬  #lol,2
lmao Innu college nannayirunnu 😄,1
You're such a loser 😤,2
Oder community er kono jayga nei ekhane.,0
bruh Ninna movie chala bagundhi.,1
Cinemata darun chhilo! 😤 #mood,1
omg Ane ena jivata hoy to problem che.,0
lmao Oru vattam koodi kandupidikkanam ivide. 😠 😡 #mood,0
omg Ajke raat bhalo lagche 😌 😂,1
lmao Ei dhoroner lokera khub baje.  #mood,0
wtf Nee brain unda? 😎,2
lmao A community tho matladadam waste. 🔥,0
sis A community tho matladadam waste. 🙄,0
Avide karikal onnum venda. 😭 #savage,0
Oder community er kono jayga nei ekhane. 😎,0
smh Avide karikal onnum venda. 👎,0
lol Cafe il poyi chaya kudichu ☕  #mood,1
lmao Friends tho hangout super ga undhi.,1
lmao Doston ke saath masti kar raha hu!  #lol,1
idk Faltu ma na bol ne!  #funny,2
sis Ninna movie chala bagundhi.,1
Dost sathe garba karela 🎉 👎 #fail,1
Facebook e ekta nice post dekhlam. 💯,1
Avi mentality waala loko kharab che. 👍,0
Inko coffee tho chill 😎 👍 #life,1
sis Oder community er kono jayga nei ekhane. 😎,0
smh What a game! Loved it 🔥 👍 #life,1
lmao Iniki lunch biriyani! 😋,1
omg Tum jaise log desh ke liye threat ho.,0
omg Ki faltu gatha korchis re! 😤 #funny,2
"Get out of here, nobody wants your kind.",0
wtf Tane kai samajh pade che? 😤 😡 #funny,2
idk Tu kitna pagal hai bro 😒 🔥 #mood,2
idk Dost sathe garba karela 🎉 💯,1
lol Tari vaat samdi ne hasi avi gayi 🤣  #toxic,2
bruh Vallaki place ledu ikkada.  #fail,0
You're such a loser 😤  #toxic,2
Nethu movie super da 😍 🙄,1
bro Oru vattam koodi kandupidikkanam ivide. 😠  #savage,0
sis Nee romba irritating da 🤬 😭 #fail,2
"Avanga ellarum same thaan, useless.",0
Chilling with friends #goodvibes 😡 #savage,1
Edo matladtunnadu pakkalo 😒 🙄,2
Oder dekhe ekhane ashte ichhe kore na.,0
A loko to desh ma j nahi joie. 😂,0
sis Ki faltu gatha korchis re!,2
Tane kai samajh pade che? 😤  #savage,2
lmao Tu kitna pagal hai bro 😒  #lol,2
idk Nee onnum ariyilla alle 😑 👎,2
smh Nethu movie super da 😍  #life,1
This community should be banned!  #toxic,0
lol Nee brain unda?,2
Nethu movie super da 😍,1
omg Kya faltu baatein kar raha hai 😑 😡,2
Tane kai samajh pade che? 😤  #lol,2
idk A loko to desh ma j nahi joie.,0
sis Cricket match mast tha!,1
Class la nalla fun pannom.  #life,1
bruh Nee brain unda? 😂,2
idk Pichhodu la undev 😠  #life,2
A community tho matladadam waste.,0
idk Class la nalla fun pannom. 👎 #lol,1
Tane kai samajh pade che? 😤 👍,2
sis Inka hona hi problem hai.,0
smh College ni picnic best hati. 👎,1
Inka hona hi problem hai. 💯 #funny,0
omg Iniki lunch biriyani! 😋  #mood,1
idk Aayana laanti vaallu problem. 😡,0
Ane ena jivata hoy to problem che. 👍,0
sis Can't believe u said that. Idiot!,2
sis Nethu movie super da 😍  #funny,1
"omg Get out of here, nobody wants your kind. 😤",0
lmao Cricket match mast tha!,1
bro College ni picnic best hati.  #toxic,1
Tane kai samajh pade che? 😤 🔥,2
Cafe il poyi chaya kudichu ☕,1
lmao Faltu ma na bol ne!,2
lol Innu college nannayirunnu 😄,1
bro Avanga varatha thadunga. Bad influence. 🙄,0
bro Can't believe u said that. Idiot! 🔥,2
omg Vallaki place ledu ikkada.,0
Nalla rasam undayirunnu. 🔥 #lol,1
Dost sathe garba karela 🎉 😤,1
wtf Vallaki place ledu ikkada.,0
A loko to desh ma j nahi joie.  #fail,0
What a game! Loved it 🔥 🙄,1
wtf Bakwaas band kar idiot! 😭,2
You're such a loser 😤,2
Iniki lunch biriyani! 😋,1
wtf Kya faltu baatein kar raha hai 😑 😭,2
smh Bakwaas band kar idiot!,2
omg Tari vaat samdi ne hasi avi gayi 🤣,2
"smh Avanga ellarum same thaan, useless. 😎",0
Cricket match mast tha! 😭,1
Can't believe u said that. Idiot! 😤,2
idk Had a great day today 😊 🙄,1
lol Cinemata darun chhilo!,1
smh Friends tho hangout super ga undhi. 💯,1
Vallaki place ledu ikkada.,0
lol This community should be banned!,0
"lol Avanga ellarum same thaan, useless. 🔥",0
Had a great day today 😊  #savage,1
idk Can't believe u said that. Idiot! 😡,2
Aayana laanti vaallu problem. 😡 🙄,0
bruh Inka hona hi problem hai.  #lol,0
smh Nethu movie super da 😍 😎,1
People like you are the worst. Disgusting.  #life,0
lmao Oru vattam koodi kandupidikkanam ivide. 😠,0
bruh Avarude samuham mosham aanallo. 😤,0
Avarude samuham mosham aanallo.,0
omg Tu kitna pagal hai bro 😒 🙄 #savage,2
You're such a loser 😤 😡 #savage,2
smh Tum jaise log desh ke liye threat ho.  #savage,0
Tane kai samajh pade che? 😤,2
Inka hona hi problem hai.,0
Aayana laanti vaallu problem. 😡 👎 #life,0
Nee onnum ariyilla alle 😑,2
omg What a game! Loved it 🔥 😡 #toxic,1
A loko to desh ma j nahi joie. 😡,0
sis Innu college nannayirunnu 😄 👎 #mood,1
lmao Cafe il poyi chaya kudichu ☕ 👍,1
sis People like you are the worst. Disgusting. 👍,0
omg Cricket match mast tha!,1
bro Aayana laanti vaallu problem. 😡 😂 #life,0
Cafe il poyi chaya kudichu ☕ 😡,1
Nee onnum ariyilla alle 😑 👍,2
lol Faltu ma na bol ne! 😭,2
Avanga varatha thadunga. Bad influence.,0
Eda thettu parayanam! 😤,2
lol Nee brain unda? 👎,2
Facebook e ekta nice post dekhlam. 🔥,1
omg Nee onnum ariyilla alle 😑  #fail,2
People like you are the worst. Disgusting.,0
idk Tari vaat samdi ne hasi avi gayi 🤣,2
Dost sathe garba karela 🎉 😂,1
Doston ke saath masti kar raha hu! 🙄,1
Ninna movie chala bagundhi.,1
omg Tum jaise log desh ke liye threat ho.  #savage,0
Nethu movie super da 😍 🔥,1
wtf Dost sathe garba karela 🎉,1
Bakwaas band kar idiot! 😭,2
smh Tui akdom pagol naki? 💯,2
Cricket match mast tha! 😡,1
Edo matladtunnadu pakkalo 😒 😡,2
Friends tho hangout super ga undhi. 💯,1
Loosu madhiri pesatha!,2
omg Chilling with friends #goodvibes  #savage,1
sis Tui akdom pagol naki? 😂,2
wtf Ane ena jivata hoy to problem che. 🙄,0
idk Un community ku inga edam illa.,0
sis Bakwaas band kar idiot! 😂 #fail,2
"lmao Avanga ellarum same thaan, useless.  #toxic",0
Avi mentality waala loko kharab che. 👍 #lol,0
lol Tui akdom pagol naki? 😤 #fail,2
Avarude samuham mosham aanallo.  #mood,0
Can't believe u said that. Idiot!,2
Faltu ma na bol ne! 😭,2
wtf Facebook e ekta nice post dekhlam.,1
smh Avide karikal onnum venda.,0
Dost sathe garba karela 🎉,1
omg Cricket match mast tha!,1
Tum jaise log desh ke liye threat ho. 👎,0
bruh Eda thettu parayanam!  #toxic,2
Oru vattam koodi kandupidikkanam ivide. 😠 😎,0
sis Eda thettu parayanam!,2
Loosu madhiri pesatha!,2
Majja avi gayi yaar 😍,1
People like you are the worst. Disgusting. 🔥 #funny,0
Nalla rasam undayirunnu.,1
bro Bakwaas band kar idiot! 👍 #lol,2
lol Ane ena jivata hoy to problem che. 😭 #mood,0
This community should be banned! 😤 #mood,0
idk Nee brain unda?  #savage,2
Loosu madhiri pesatha!,2
Innu college nannayirunnu 😄,1
bro Ninna movie chala bagundhi. 😂,1
Tari vaat samdi ne hasi avi gayi 🤣 😂 #fail,2
smh Cafe il poyi chaya kudichu ☕  #lol,1
Avanga varatha thadunga. Bad influence.,0
Oder dekhe ekhane ashte ichhe kore na.,0
Bakwaas band kar idiot!,2
bro Tui akdom pagol naki?  #fail,2
Nee onnum ariyilla alle 😑 🔥,2
bro Faltu ma na bol ne! 👎,2
"bruh Get out of here, nobody wants your kind.",0
bruh Can't believe u said that. Idiot! 🙄,2
lol Kya faltu baatein kar raha hai 😑,2
Oder community er kono jayga nei ekhane.  #toxic,0
idk Avi mentality waala loko kharab che. 🔥 #toxic,0
"omg Avanga ellarum same thaan, useless. 😡",0
idk Nee brain unda?,2
Edo matladtunnadu pakkalo 😒  #fail,2
Oder community er kono jayga nei ekhane.,0
lol Tum jaise log desh ke liye threat ho.,0
Avarude samuham mosham aanallo. 😤,0
omg Tor matha thik ache?  #toxic,2
Avanga varatha thadunga. Bad influence.,0
bro Loosu madhiri pesatha! 😂 #funny,2
bruh Nee romba irritating da 🤬 😎 #toxic,2
bro College ni picnic best hati.,1
bro Inka hona hi problem hai. 😤 #life,0
Facebook e ekta nice post dekhlam.,1
"lol Avanga ellarum same thaan, useless. 🔥",0
Had a great day today 😊,1
Tane kai samajh pade che? 😤 😭,2
Aaj mausam suhana hai 😍,1
bruh A loko to desh ma j nahi joie. 😡,0
Iniki lunch biriyani! 😋  #fail,1
sis This community should be banned!,0
idk Nee onnum ariyilla alle 😑 😡,2
omg Inka hona hi problem hai. 👍 #savage,0
Ki faltu gatha korchis re! 😡 #life,2
bruh Edo matladtunnadu pakkalo 😒,2
Enna da pannra? Waste fellow!,2
What a game! Loved it 🔥 😂,1
Tari vaat samdi ne hasi avi gayi 🤣,2
Doston ke saath masti kar raha hu! 😤,1
Avide karikal onnum venda.,0
Faltu ma na bol ne!  #toxic,2
Enna da pannra? Waste fellow! 🔥,2
idk Avi mentality waala loko kharab che. 💯 #savage,0
lol Iniki lunch biriyani! 😋 😂,1
That was dumb af bro 🙄,2
Nee onnum ariyilla alle 😑 😤,2
Un community ku inga edam illa. 😎,0
omg This community should be banned! 😎,0
bruh Nee brain unda? 🔥,2
Dost sathe garba karela 🎉 👎,1
That was dumb af bro 🙄 😂,2
sis Facebook e ekta nice post dekhlam.  #toxic,1
wtf Oru vattam koodi kandupidikkanam ivide. 😠  #savage,0
Had a great day today 😊 🔥,1
bruh Nalla rasam undayirunnu.,1
lmao Innu college nannayirunnu 😄,1
bro That was dumb af bro 🙄 👍,2
"Avanga ellarum same thaan, useless.",0
lmao Chilling with friends #goodvibes  #funny,1
Nee onnum ariyilla alle 😑 😡,2
lol People like you are the worst. Disgusting.  #funny,0
wtf Ninna movie chala bagundhi. 🔥 #life,1
College ni picnic best hati. 💯,1
wtf That was dumb af bro 🙄  #savage,2
lmao Nee romba irritating da 🤬,2
Ajke raat bhalo lagche 😌 🙄 #mood,1
lol Vallaki place ledu ikkada.  #savage,0
Aayana laanti vaallu problem. 😡 😡 #lol,0
wtf Cafe il poyi chaya kudichu ☕,1
sis Bakwaas band kar idiot! 😎,2
Bakwaas band kar idiot! 👍,2
sis Avi mentality waala loko kharab che.,0
wtf Inko coffee tho chill 😎,1
wtf You're such a loser 😤,2
bro Majja avi gayi yaar 😍  #mood,1
Class la nalla fun pannom.,1
sis Ki faltu gatha korchis re! 😭 #savage,2
omg Aaj mausam suhana hai 😍 😎,1
lmao Ninna movie chala bagundhi.,1
Oder community er kono jayga nei ekhane. 😡 #mood,0
lol Tane kai samajh pade che? 😤,2
