text,label
bro Avi mentality waala loko kharab che. 👍,hate_speech
Inka hona hi problem hai. 🙄 #fail,hate_speech
wtf Avanga varatha thadunga. Bad influence.  #funny,hate_speech
Oder community er kono jayga nei ekhane.,hate_speech
Tari vaat samdi ne hasi avi gayi 🤣 😭,offensive
Nalla rasam undayirunnu. 🙄 #fail,neutral
Edo matladtunnadu pakkalo 😒 💯 #funny,offensive
lmao Nethu movie super da 😍,neutral
Tum jaise log desh ke liye threat ho.,hate_speech
Un community ku inga edam illa. 🔥,hate_speech
Avanga varatha thadunga. Bad influence. 😤,hate_speech
bro A loko to desh ma j nahi joie. 💯,hate_speech
That was dumb af bro 🙄,offensive
Class la nalla fun pannom.,neutral
"smh Get out of here, nobody wants your kind. 🔥",hate_speech
lmao Class la nalla fun pannom.  #life,neutral
Nee brain unda? 🙄 #savage,offensive
Nee onnum ariyilla alle 😑 😎,offensive
smh You're such a loser 😤,offensive
bruh Avarude samuham mosham aanallo.,hate_speech
Oder dekhe ekhane ashte ichhe kore na.  #fail,hate_speech
Ajke raat bhalo lagche 😌 😭,neutral
omg Avanga varatha thadunga. Bad influence.,hate_speech
Nethu movie super da 😍,neutral
Friends tho hangout super ga undhi. 👎,neutral
Oder dekhe ekhane ashte ichhe kore na.  #lol,hate_speech
bro College ni picnic best hati.  #toxic,neutral
Can't believe u said that. Idiot! 😂,offensive
bruh Oder dekhe ekhane ashte ichhe kore na. 😭,hate_speech
omg Tor matha thik ache? 😭,offensive
bruh Loosu madhiri pesatha! 🔥 #fail,offensive
Tari vaat samdi ne hasi avi gayi 🤣 🔥 #fail,offensive
Cinemata darun chhilo! 💯 #life,neutral
sis That was dumb af bro 🙄,offensive
Bakwaas band kar idiot! 😂,offensive
idk A loko to desh ma j nahi joie.,hate_speech
sis Doston ke saath masti kar raha hu! 🙄 #savage,neutral
Avide karikal onnum venda. 💯 #toxic,hate_speech
Nethu movie super da 😍 🙄,neutral
bro Oru vattam koodi kandupidikkanam ivide. 😠  #mood,hate_speech
smh Facebook e ekta nice post dekhlam. 😎,neutral
omg Vallaki place ledu ikkada.  #savage,hate_speech
bruh Loosu madhiri pesatha!  #lol,offensive
Nee romba irritating da 🤬 😡,offensive
Tari vaat samdi ne hasi avi gayi 🤣 👍,offensive
Nalla rasam undayirunnu. 😂,neutral
Majja avi gayi yaar 😍,neutral
Nee onnum ariyilla alle 😑  #lol,offensive
lol Tu kitna pagal hai bro 😒,offensive
lmao Tane kai samajh pade che? 😤  #mood,offensive
Tari vaat samdi ne hasi avi gayi 🤣,offensive
bro A community tho matladadam waste. 👎,hate_speech
Un community ku inga edam illa.,hate_speech
Nalla rasam undayirunnu.,neutral
What a game! Loved it 🔥,neutral
Tor matha thik ache? 😎,offensive
sis Un community ku inga edam illa.,hate_speech
Edo matladtunnadu pakkalo 😒 👎,offensive
Avarude samuham mosham aanallo.  #lol,hate_speech
bro Nalla rasam undayirunnu.  #fail,neutral
lol Avi mentality waala loko kharab che. 🙄,hate_speech
Edo matladtunnadu pakkalo 😒 😎,offensive
Faltu ma na bol ne!,offensive
Ane ena jivata hoy to problem che.,hate_speech
bro Majja avi gayi yaar 😍,neutral
bruh Avarude samuham mosham aanallo. 🔥,hate_speech
Tui akdom pagol naki? 🙄,offensive
wtf Had a great day today 😊,neutral
omg That was dumb af bro 🙄,offensive
Nee romba irritating da 🤬 👍,offensive
lol Nee brain unda?,offensive
lmao Dost sathe garba karela 🎉 💯 #funny,neutral
sis Nee onnum ariyilla alle 😑,offensive
omg Class la nalla fun pannom.,neutral
lol People like you are the worst. Disgusting.,hate_speech
bruh What a game! Loved it 🔥 😎,neutral
bruh Vallaki place ledu ikkada.,hate_speech
smh People like you are the worst. Disgusting.,hate_speech
Tari vaat samdi ne hasi avi gayi 🤣,offensive
Nalla rasam undayirunnu. 😡 #fail,neutral
That was dumb af bro 🙄,offensive
lol Bakwaas band kar idiot!,offensive
sis You're such a loser 😤 😎,offensive
Inka hona hi problem hai. 👍,hate_speech
"Get out of here, nobody wants your kind. 😎 #fail",hate_speech
sis Ei dhoroner lokera khub baje.,hate_speech
Dost sathe garba karela 🎉 👎,neutral
smh Poyi valarnnu vaa da! 😒,offensive
bruh Majja avi gayi yaar 😍 😂,neutral
Oder community er kono jayga nei ekhane.,hate_speech
smh Nethu movie super da 😍  #funny,neutral
lol Edo matladtunnadu pakkalo 😒,offensive
A loko to desh ma j nahi joie. 👎,hate_speech
smh Majja avi gayi yaar 😍 💯,neutral
Nee brain unda?,offensive
bruh Oru vattam koodi kandupidikkanam ivide. 😠,hate_speech
sis Avide karikal onnum venda. 🔥,hate_speech
lol Tum jaise log desh ke liye threat ho.,hate_speech
Oru vattam koodi kandupidikkanam ivide. 😠,hate_speech
Inka hona hi problem hai. 😤,hate_speech
lol Kya faltu baatein kar raha hai 😑 😤 #lol,offensive
lol Oder dekhe ekhane ashte ichhe kore na.,hate_speech
idk Aaj mausam suhana hai 😍 😤,neutral
bruh Nalla rasam undayirunnu.,neutral
Cinemata darun chhilo!  #mood,neutral
"bro Get out of here, nobody wants your kind. 👍",hate_speech
wtf Loosu madhiri pesatha!,offensive
omg Nalla rasam undayirunnu. 😂,neutral
lol Apni community leke chale jao yahan se. 🙄 #funny,hate_speech
wtf Avi mentality waala loko kharab che.  #savage,hate_speech
Apni community leke chale jao yahan se.  #lol,hate_speech
bro Apni community leke chale jao yahan se.  #fail,hate_speech
Tu kitna pagal hai bro 😒,offensive
People like you are the worst. Disgusting.,hate_speech
"wtf Get out of here, nobody wants your kind. 🔥 #mood",hate_speech
lmao Inko coffee tho chill 😎  #savage,neutral
Tui akdom pagol naki? 🔥,offensive
"Get out of here, nobody wants your kind.",hate_speech
wtf Oder dekhe ekhane ashte ichhe kore na.  #mood,hate_speech
What a game! Loved it 🔥,neutral
Poyi valarnnu vaa da! 😒 😎 #mood,offensive
omg Vallaki place ledu ikkada. 😎,hate_speech
omg This community should be banned! 🔥,hate_speech
omg Tui akdom pagol naki?  #mood,offensive
idk Inka hona hi problem hai. 👎,hate_speech
Inko coffee tho chill 😎,neutral
Oder dekhe ekhane ashte ichhe kore na. 😤 #toxic,hate_speech
smh A loko to desh ma j nahi joie.,hate_speech
"Get out of here, nobody wants your kind. 😡",hate_speech
idk Nee onnum ariyilla alle 😑 😤,offensive
Aaj mausam suhana hai 😍,neutral
Chilling with friends #goodvibes 😂,neutral
omg Oder dekhe ekhane ashte ichhe kore na.  #lol,hate_speech
"lmao Avanga ellarum same thaan, useless. 👍",hate_speech
omg Bakwaas band kar idiot!  #mood,offensive
sis Nee brain unda? 🙄,offensive
sis Tum jaise log desh ke liye threat ho. 🔥,hate_speech
lmao Had a great day today 😊,neutral
Oder dekhe ekhane ashte ichhe kore na. 👎,hate_speech
Inko coffee tho chill 😎 😭,neutral
sis Cafe il poyi chaya kudichu ☕  #mood,neutral
Poyi valarnnu vaa da! 😒,offensive
Tui akdom pagol naki? 😤 #fail,offensive
bruh Oder community er kono jayga nei ekhane. 😡 #mood,hate_speech
Ane ena jivata hoy to problem che. 💯,hate_speech
"omg Avanga ellarum same thaan, useless. 😂",hate_speech
Oru vattam koodi kandupidikkanam ivide. 😠,hate_speech
smh Vallaki place ledu ikkada.  #fail,hate_speech
Apni community leke chale jao yahan se. 💯,hate_speech
Bakwaas band kar idiot!,offensive
Loosu madhiri pesatha!,offensive
bruh Tui akdom pagol naki?,offensive
lol Had a great day today 😊,neutral
Nee onnum ariyilla alle 😑 🔥 #fail,offensive
Poyi valarnnu vaa da! 😒 👎,offensive
sis Vallaki place ledu ikkada. 🔥 #life,hate_speech
lol Inka hona hi problem hai.  #mood,hate_speech
Friends tho hangout super ga undhi. 👍,neutral
Ei dhoroner lokera khub baje. 😎,hate_speech
Facebook e ekta nice post dekhlam.,neutral
sis Avi mentality waala loko kharab che.,hate_speech
Ei dhoroner lokera khub baje.,hate_speech
College ni picnic best hati.,neutral
"wtf Avanga ellarum same thaan, useless.",hate_speech
Tu kitna pagal hai bro 😒,offensive
Tane kai samajh pade che? 😤,offensive
lol A community tho matladadam waste.,hate_speech
bro Avarude samuham mosham aanallo. 😡,hate_speech
Kya faltu baatein kar raha hai 😑  #savage,offensive
That was dumb af bro 🙄,offensive
Inko coffee tho chill 😎,neutral
Poyi valarnnu vaa da! 😒,offensive
smh Innu college nannayirunnu 😄 😭,neutral
smh Avanga varatha thadunga. Bad influence. 😂,hate_speech
"bruh Get out of here, nobody wants your kind.",hate_speech
College ni picnic best hati. 😭,neutral
Had a great day today 😊,neutral
bro Nee romba irritating da 🤬 😭,offensive
bruh Can't believe u said that. Idiot! 😡,offensive
lmao Nee romba irritating da 🤬 😡 #life,offensive
College ni picnic best hati. 👍 #mood,neutral
omg You're such a loser 😤  #lol,offensive
sis Poyi valarnnu vaa da! 😒 😡 #life,offensive
idk Un community ku inga edam illa.,hate_speech
lmao Cinemata darun chhilo!,neutral
lol Doston ke saath masti kar raha hu! 💯,neutral
That was dumb af bro 🙄 😭 #lol,offensive
Edo matladtunnadu pakkalo 😒,offensive
Dost sathe garba karela 🎉 🔥,neutral
wtf Ninna movie chala bagundhi. 🔥 #lol,neutral
Friends tho hangout super ga undhi.  #life,neutral
idk Ninna movie chala bagundhi.,neutral
idk What a game! Loved it 🔥,neutral
Nee brain unda? 😭,offensive
Majja avi gayi yaar 😍 👎 #savage,neutral
Pichhodu la undev 😠 👎,offensive
lol Oder dekhe ekhane ashte ichhe kore na.,hate_speech
sis Oder community er kono jayga nei ekhane.,hate_speech
Avarude samuham mosham aanallo. 🙄 #life,hate_speech
Iniki lunch biriyani! 😋  #toxic,neutral
That was dumb af bro 🙄 👍,offensive
College ni picnic best hati. 👍,neutral
Poyi valarnnu vaa da! 😒 💯,offensive
lol Oder dekhe ekhane ashte ichhe kore na.,hate_speech
lol This community should be banned! 👍,hate_speech
Ajke raat bhalo lagche 😌 💯,neutral
bro Avarude samuham mosham aanallo. 😤,hate_speech
idk Edo matladtunnadu pakkalo 😒,offensive
smh Ki faltu gatha korchis re!,offensive
lol Cricket match mast tha!,neutral
Facebook e ekta nice post dekhlam.,neutral
Tui akdom pagol naki? 👍,offensive
omg Avarude samuham mosham aanallo. 👎 #life,hate_speech
Iniki lunch biriyani! 😋,neutral
Tor matha thik ache?,offensive
Pichhodu la undev 😠,offensive
Vallaki place ledu ikkada. 🙄,hate_speech
lol Friends tho hangout super ga undhi. 💯 #lol,neutral
"smh Avanga ellarum same thaan, useless. 😂",hate_speech
sis Cafe il poyi chaya kudichu ☕,neutral
Tui akdom pagol naki?,offensive
This community should be banned! 👍 #lol,hate_speech
Apni community leke chale jao yahan se. 💯,hate_speech
Doston ke saath masti kar raha hu!,neutral
Tor matha thik ache?,offensive
"Avanga ellarum same thaan, useless.",hate_speech
Friends tho hangout super ga undhi.,neutral
bro Aayana laanti vaallu problem. 😡 😎,hate_speech
sis Enna da pannra? Waste fellow! 💯 #fail,offensive
Inko coffee tho chill 😎,neutral
smh Tor matha thik ache?,offensive
bro Ane ena jivata hoy to problem che.,hate_speech
omg Avanga varatha thadunga. Bad influence.,hate_speech
wtf Class la nalla fun pannom.,neutral
A loko to desh ma j nahi joie. 💯,hate_speech
bruh Nee onnum ariyilla alle 😑 😡,offensive
bro Ki faltu gatha korchis re! 🔥,offensive
Cafe il poyi chaya kudichu ☕ 👎 #lol,neutral
wtf Majja avi gayi yaar 😍 👎 #fail,neutral
Ei dhoroner lokera khub baje.,hate_speech
Chilling with friends #goodvibes  #mood,neutral
Avi mentality waala loko kharab che. 👎 #fail,hate_speech
A loko to desh ma j nahi joie. 😎,hate_speech
omg Poyi valarnnu vaa da! 😒  #funny,offensive
What a game! Loved it 🔥 🙄,neutral
Avi mentality waala loko kharab che. 👍,hate_speech
smh Tu kitna pagal hai bro 😒,offensive
Bakwaas band kar idiot!  #lol,offensive
smh Ajke raat bhalo lagche 😌 😤,neutral
bruh Ki faltu gatha korchis re! 😤,offensive
A loko to desh ma j nahi joie. 🙄,hate_speech
smh Can't believe u said that. Idiot! 👎 #fail,offensive
idk Ei dhoroner lokera khub baje. 👍 #toxic,hate_speech
Avarude samuham mosham aanallo. 🙄,hate_speech
What a game! Loved it 🔥,neutral
This community should be banned!,hate_speech
Nalla rasam undayirunnu.  #toxic,neutral
Nalla rasam undayirunnu.  #savage,neutral
Bakwaas band kar idiot!  #mood,offensive
Poyi valarnnu vaa da! 😒,offensive
Kya faltu baatein kar raha hai 😑 💯 #toxic,offensive
College ni picnic best hati. 😎,neutral
lmao Nethu movie super da 😍 😭 #toxic,neutral
Avi mentality waala loko kharab che.,hate_speech
Can't believe u said that. Idiot!  #toxic,offensive
You're such a loser 😤 😂 #fail,offensive
Chilling with friends #goodvibes 😎,neutral
A community tho matladadam waste.  #mood,hate_speech
bro Tum jaise log desh ke liye threat ho.,hate_speech
smh Kya faltu baatein kar raha hai 😑,offensive
sis Oru vattam koodi kandupidikkanam ivide. 😠 😭,hate_speech
smh Eda thettu parayanam!,offensive
Un community ku inga edam illa.,hate_speech
Avanga varatha thadunga. Bad influence. 😎,hate_speech
smh Nalla rasam undayirunnu.,neutral
Iniki lunch biriyani! 😋,neutral
Bakwaas band kar idiot!  #toxic,offensive
Eda thettu parayanam! 😤,offensive
A loko to desh ma j nahi joie.  #toxic,hate_speech
Ajke raat bhalo lagche 😌 🔥 #toxic,neutral
Tane kai samajh pade che? 😤,offensive
lol Dost sathe garba karela 🎉 😂,neutral
Tu kitna pagal hai bro 😒,offensive
What a game! Loved it 🔥  #funny,neutral
Can't believe u said that. Idiot!  #mood,offensive
You're such a loser 😤 💯,offensive
bruh Ki faltu gatha korchis re! 😭 #mood,offensive
bruh Class la nalla fun pannom.,neutral
idk Eda thettu parayanam!,offensive
Majja avi gayi yaar 😍,neutral
wtf Majja avi gayi yaar 😍 👎,neutral
bro Iniki lunch biriyani! 😋  #toxic,neutral
bro Apni community leke chale jao yahan se. 👍,hate_speech
bro Aayana laanti vaallu problem. 😡 😎,hate_speech
omg Pichhodu la undev 😠 😤 #life,offensive
bruh Loosu madhiri pesatha!,offensive
bruh You're such a loser 😤 😎,offensive
omg Vallaki place ledu ikkada.,hate_speech
bro Eda thettu parayanam! 😡 #mood,offensive
Aaj mausam suhana hai 😍 👎,neutral
Ajke raat bhalo lagche 😌 😂 #savage,neutral
Oru vattam koodi kandupidikkanam ivide. 😠 👍,hate_speech
Ki faltu gatha korchis re!  #fail,offensive
bruh Kya faltu baatein kar raha hai 😑,offensive
Loosu madhiri pesatha!  #life,offensive
Un community ku inga edam illa. 😎,hate_speech
idk Pichhodu la undev 😠 😎,offensive
lol This community should be banned! 😂,hate_speech
Ninna movie chala bagundhi.  #lol,neutral
A loko to desh ma j nahi joie.,hate_speech
smh Aaj mausam suhana hai 😍,neutral
"omg Avanga ellarum same thaan, useless.  #mood",hate_speech
lmao Tari vaat samdi ne hasi avi gayi 🤣 🙄 #toxic,offensive
Nalla rasam undayirunnu. 😎,neutral
Tui akdom pagol naki? 🔥 #savage,offensive
lmao Iniki lunch biriyani! 😋,neutral
lol Tum jaise log desh ke liye threat ho.  #funny,hate_speech
Avarude samuham mosham aanallo. 😭,hate_speech
sis What a game! Loved it 🔥 😡 #lol,neutral
lol Majja avi gayi yaar 😍 😎 #savage,neutral
smh Tui akdom pagol naki?,offensive
Class la nalla fun pannom.,neutral
Tui akdom pagol naki? 🔥 #mood,offensive
idk Chilling with friends #goodvibes 😎,neutral
omg Apni community leke chale jao yahan se. 😭,hate_speech
Tane kai samajh pade che? 😤,offensive
Poyi valarnnu vaa da! 😒 😎,offensive
Loosu madhiri pesatha!  #lol,offensive
lmao Ki faltu gatha korchis re! 💯,offensive
omg Apni community leke chale jao yahan se.  #mood,hate_speech
Aayana laanti vaallu problem. 😡  #lol,hate_speech
lol Apni community leke chale jao yahan se.,hate_speech
Chilling with friends #goodvibes 😤,neutral
Friends tho hangout super ga undhi.,neutral
Eda thettu parayanam! 😡 #mood,offensive
idk Tui akdom pagol naki?,offensive
lol Ei dhoroner lokera khub baje.,hate_speech
Tu kitna pagal hai bro 😒,offensive
Cricket match mast tha! 😭 #lol,neutral
College ni picnic best hati.  #toxic,neutral
Nethu movie super da 😍,neutral
idk You're such a loser 😤,offensive
People like you are the worst. Disgusting. 😂 #savage,hate_speech
"bro Get out of here, nobody wants your kind.",hate_speech
Oder community er kono jayga nei ekhane.,hate_speech
wtf Poyi valarnnu vaa da! 😒 👍,offensive
wtf People like you are the worst. Disgusting.,hate_speech
Faltu ma na bol ne!,offensive
Poyi valarnnu vaa da! 😒 👎 #funny,offensive
Innu college nannayirunnu 😄 💯 #toxic,neutral
"omg Avanga ellarum same thaan, useless.  #mood",hate_speech
Apni community leke chale jao yahan se.,hate_speech
lmao Kya faltu baatein kar raha hai 😑  #fail,offensive
lmao Edo matladtunnadu pakkalo 😒 😂,offensive
idk Nee romba irritating da 🤬 😂 #toxic,offensive
omg Facebook e ekta nice post dekhlam. 😡,neutral
What a game! Loved it 🔥  #mood,neutral
lmao This community should be banned! 👎,hate_speech
"Get out of here, nobody wants your kind.",hate_speech
lmao Tane kai samajh pade che? 😤,offensive
Nee onnum ariyilla alle 😑 👎,offensive
Pichhodu la undev 😠  #toxic,offensive
Doston ke saath masti kar raha hu! 😡 #fail,neutral
omg That was dumb af bro 🙄  #lol,offensive
Iniki lunch biriyani! 😋 💯 #lol,neutral
bruh Avi mentality waala loko kharab che.,hate_speech
Can't believe u said that. Idiot!  #toxic,offensive
lmao Avarude samuham mosham aanallo.,hate_speech
idk Doston ke saath masti kar raha hu!,neutral
Dost sathe garba karela 🎉,neutral
Enna da pannra? Waste fellow!,offensive
lol Facebook e ekta nice post dekhlam. 🙄 #fail,neutral
bro This community should be banned! 👍,hate_speech
Tu kitna pagal hai bro 😒  #toxic,offensive
smh Tor matha thik ache? 😂,offensive
A loko to desh ma j nahi joie. 😎 #savage,hate_speech
Ane ena jivata hoy to problem che. 😤,hate_speech
sis Tui akdom pagol naki?  #lol,offensive
Tane kai samajh pade che? 😤,offensive
sis Inka hona hi problem hai. 😎 #lol,hate_speech
sis Innu college nannayirunnu 😄,neutral
Edo matladtunnadu pakkalo 😒,offensive
People like you are the worst. Disgusting.,hate_speech
idk Ei dhoroner lokera khub baje. 😭,hate_speech
idk Inka hona hi problem hai.,hate_speech
Tu kitna pagal hai bro 😒 😂,offensive
"idk Avanga ellarum same thaan, useless.",hate_speech
lol Nethu movie super da 😍 😡 #toxic,neutral
lmao Class la nalla fun pannom. 😎 #mood,neutral
bro What a game! Loved it 🔥 👍,neutral
smh That was dumb af bro 🙄  #mood,offensive
"omg Avanga ellarum same thaan, useless. 👍",hate_speech
omg Doston ke saath masti kar raha hu!  #mood,neutral
wtf Avarude samuham mosham aanallo. 😂 #fail,hate_speech
Tari vaat samdi ne hasi avi gayi 🤣,offensive
idk Tu kitna pagal hai bro 😒 😂,offensive
You're such a loser 😤 🙄,offensive
Nee romba irritating da 🤬,offensive
bro Edo matladtunnadu pakkalo 😒,offensive
Tu kitna pagal hai bro 😒 😤,offensive
lol Tu kitna pagal hai bro 😒 🔥 #mood,offensive
bruh A loko to desh ma j nahi joie.  #savage,hate_speech
Tane kai samajh pade che? 😤,offensive
Nee onnum ariyilla alle 😑 😭,offensive
wtf Cinemata darun chhilo!,neutral
omg Tum jaise log desh ke liye threat ho.  #funny,hate_speech
People like you are the worst. Disgusting. 😂,hate_speech
lmao Eda thettu parayanam! 😭,offensive
smh Nalla rasam undayirunnu.  #toxic,neutral
"Avanga ellarum same thaan, useless. 😭 #toxic",hate_speech
That was dumb af bro 🙄,offensive
lmao Oder dekhe ekhane ashte ichhe kore na.,hate_speech
bruh Enna da pannra? Waste fellow!  #savage,offensive
Enna da pannra? Waste fellow!,offensive
Class la nalla fun pannom.  #fail,neutral
bro A loko to desh ma j nahi joie.,hate_speech
Ki faltu gatha korchis re! 🙄,offensive
wtf Cinemata darun chhilo! 💯,neutral
wtf Class la nalla fun pannom. 😎,neutral
People like you are the worst. Disgusting. 🙄,hate_speech
Chilling with friends #goodvibes,neutral
bruh Friends tho hangout super ga undhi.,neutral
bruh Friends tho hangout super ga undhi. 😡,neutral
"Avanga ellarum same thaan, useless. 😡",hate_speech
Had a great day today 😊  #funny,neutral
You're such a loser 😤 🔥,offensive
lmao Innu college nannayirunnu 😄 🔥,neutral
Nethu movie super da 😍,neutral
smh Nee brain unda? 💯,offensive
Pichhodu la undev 😠,offensive
Tane kai samajh pade che? 😤,offensive
Oder community er kono jayga nei ekhane.,hate_speech
Aayana laanti vaallu problem. 😡,hate_speech
Inka hona hi problem hai. 🙄,hate_speech
Nee romba irritating da 🤬,offensive
bruh Loosu madhiri pesatha! 😡,offensive
Aayana laanti vaallu problem. 😡 😂,hate_speech
lol That was dumb af bro 🙄,offensive
omg Ajke raat bhalo lagche 😌,neutral
idk Tui akdom pagol naki?,offensive
College ni picnic best hati. 👎,neutral
Nee romba irritating da 🤬 😭 #lol,offensive
A community tho matladadam waste.,hate_speech
smh Inka hona hi problem hai. 💯,hate_speech
idk This community should be banned!,hate_speech
Eda thettu parayanam!,offensive
Class la nalla fun pannom.,neutral
Had a great day today 😊,neutral
Apni community leke chale jao yahan se. 🙄 #funny,hate_speech
bro Iniki lunch biriyani! 😋  #fail,neutral
bro A loko to desh ma j nahi joie. 😤,hate_speech
Tu kitna pagal hai bro 😒 😎,offensive
idk Nee onnum ariyilla alle 😑,offensive
omg Avarude samuham mosham aanallo. 🙄,hate_speech
lmao Tui akdom pagol naki?,offensive
bro Oder dekhe ekhane ashte ichhe kore na. 👍,hate_speech
idk Iniki lunch biriyani! 😋,neutral
Tari vaat samdi ne hasi avi gayi 🤣 💯,offensive
lol Doston ke saath masti kar raha hu!  #fail,neutral
bro Faltu ma na bol ne!,offensive
Tor matha thik ache? 😎,offensive
bruh Avi mentality waala loko kharab che. 🔥 #lol,hate_speech
Dost sathe garba karela 🎉  #funny,neutral
bruh Vallaki place ledu ikkada.  #lol,hate_speech
idk Avi mentality waala loko kharab che. 💯,hate_speech
That was dumb af bro 🙄  #funny,offensive
lol Class la nalla fun pannom.,neutral
sis Apni community leke chale jao yahan se.,hate_speech
sis Faltu ma na bol ne! 😤,offensive
idk A community tho matladadam waste.  #toxic,hate_speech
Aayana laanti vaallu problem. 😡 👎 #life,hate_speech
idk Ane ena jivata hoy to problem che.  #lol,hate_speech
Cafe il poyi chaya kudichu ☕  #mood,neutral
sis Oder community er kono jayga nei ekhane. 💯,hate_speech
Class la nalla fun pannom.,neutral
Can't believe u said that. Idiot! 😎,offensive
smh Pichhodu la undev 😠  #life,offensive
bro Friends tho hangout super ga undhi. 😭,neutral
wtf Nalla rasam undayirunnu.,neutral
Friends tho hangout super ga undhi. 😤 #toxic,neutral
Ki faltu gatha korchis re! 👎,offensive
bruh Un community ku inga edam illa. 😡,hate_speech
People like you are the worst. Disgusting.,hate_speech
omg Inko coffee tho chill 😎 😎,neutral
bro Tane kai samajh pade che? 😤 🙄,offensive
Tane kai samajh pade che? 😤 👍 #savage,offensive
Edo matladtunnadu pakkalo 😒,offensive
Oru vattam koodi kandupidikkanam ivide. 😠  #savage,hate_speech
People like you are the worst. Disgusting. 😎,hate_speech
bruh Oder community er kono jayga nei ekhane.  #funny,hate_speech
sis Loosu madhiri pesatha!  #funny,offensive
bruh Class la nalla fun pannom.,neutral
Edo matladtunnadu pakkalo 😒 😎 #funny,offensive
A community tho matladadam waste.  #life,hate_speech
idk Nalla rasam undayirunnu. 🔥,neutral
Oru vattam koodi kandupidikkanam ivide. 😠 🙄,hate_speech
Nee romba irritating da 🤬 🔥,offensive
sis Class la nalla fun pannom.,neutral
wtf Ane ena jivata hoy to problem che.,hate_speech
smh Oru vattam koodi kandupidikkanam ivide. 😠  #mood,hate_speech
smh Nalla rasam undayirunnu. 😭,neutral
College ni picnic best hati.  #mood,neutral
Nee onnum ariyilla alle 😑  #lol,offensive
Avanga varatha thadunga. Bad influence.,hate_speech
omg You're such a loser 😤,offensive
"Avanga ellarum same thaan, useless. 👎",hate_speech
Eda thettu parayanam!,offensive
sis Tum jaise log desh ke liye threat ho.  #funny,hate_speech
Avi mentality waala loko kharab che.,hate_speech
Pichhodu la undev 😠 🙄,offensive
bruh That was dumb af bro 🙄 👎,offensive
Doston ke saath masti kar raha hu! 😂 #fail,neutral
bro Vallaki place ledu ikkada.,hate_speech
Doston ke saath masti kar raha hu! 😡,neutral
lmao Enna da pannra? Waste fellow! 👎,offensive
Un community ku inga edam illa.,hate_speech
smh This community should be banned!,hate_speech
wtf Aaj mausam suhana hai 😍 🙄,neutral
sis Tari vaat samdi ne hasi avi gayi 🤣 😂,offensive
Nee brain unda? 😎,offensive
smh Inka hona hi problem hai. 😭,hate_speech
Ki faltu gatha korchis re! 😤,offensive
Dost sathe garba karela 🎉,neutral
That was dumb af bro 🙄,offensive
smh What a game! Loved it 🔥,neutral
bro Vallaki place ledu ikkada. 👍,hate_speech
bruh Apni community leke chale jao yahan se.,hate_speech
lmao Dost sathe garba karela 🎉 😤,neutral
Doston ke saath masti kar raha hu! 👍,neutral
Avanga varatha thadunga. Bad influence. 😤,hate_speech
A loko to desh ma j nahi joie.,hate_speech
sis Oder dekhe ekhane ashte ichhe kore na.,hate_speech
Iniki lunch biriyani! 😋,neutral
lol What a game! Loved it 🔥 😭,neutral
sis Avarude samuham mosham aanallo.  #savage,hate_speech
Tor matha thik ache? 👍 #savage,offensive
Poyi valarnnu vaa da! 😒  #lol,offensive
omg Avi mentality waala loko kharab che.  #fail,hate_speech
Nee onnum ariyilla alle 😑 😤,offensive
omg Apni community leke chale jao yahan se.  #funny,hate_speech
bruh Avide karikal onnum venda.,hate_speech
sis You're such a loser 😤 🙄,offensive
smh Avi mentality waala loko kharab che.,hate_speech
"Avanga ellarum same thaan, useless.",hate_speech
"wtf Avanga ellarum same thaan, useless. 😎",hate_speech
Enna da pannra? Waste fellow!,offensive
sis Tui akdom pagol naki? 😎,offensive
sis You're such a loser 😤,offensive
Avanga varatha thadunga. Bad influence.,hate_speech
Pichhodu la undev 😠 😭,offensive
Nee onnum ariyilla alle 😑 👎,offensive
Friends tho hangout super ga undhi. 🙄,neutral
Innu college nannayirunnu 😄 💯,neutral
lol Tui akdom pagol naki?,offensive
lmao Innu college nannayirunnu 😄 👎 #funny,neutral
Inko coffee tho chill 😎,neutral
omg Can't believe u said that. Idiot!,offensive
Tane kai samajh pade che? 😤 😭,offensive
idk Class la nalla fun pannom.  #lol,neutral
"Avanga ellarum same thaan, useless.",hate_speech
smh Ajke raat bhalo lagche 😌,neutral
sis Inko coffee tho chill 😎,neutral
idk Ninna movie chala bagundhi. 😭 #toxic,neutral
Cinemata darun chhilo!,neutral
Un community ku inga edam illa.,hate_speech
wtf What a game! Loved it 🔥 💯 #mood,neutral
Friends tho hangout super ga undhi. 👍,neutral
sis Can't believe u said that. Idiot!,offensive
idk Pichhodu la undev 😠,offensive
Cafe il poyi chaya kudichu ☕,neutral
Poyi valarnnu vaa da! 😒 😎,offensive
That was dumb af bro 🙄  #toxic,offensive
lmao Avarude samuham mosham aanallo.,hate_speech
lmao Nethu movie super da 😍,neutral
bruh Doston ke saath masti kar raha hu! 😂,neutral
Vallaki place ledu ikkada.,hate_speech
This community should be banned! 😤,hate_speech
You're such a loser 😤,offensive
sis Majja avi gayi yaar 😍 😤,neutral
"sis Get out of here, nobody wants your kind. 👍 #funny",hate_speech
Friends tho hangout super ga undhi.  #savage,neutral
idk Doston ke saath masti kar raha hu!,neutral
sis Ajke raat bhalo lagche 😌 👍,neutral
Doston ke saath masti kar raha hu! 👎 #toxic,neutral
omg College ni picnic best hati. 🔥,neutral
